it,time,Mass,Momentum,Epot,Ekin,Etot,L2norm,incomp_error,rho_1,rho_2,rho_3,rho_4,rho_5
23,4.6,31.4159220769064,4.75114044934808e-15,0.452932032144847,157.106792899018,157.559724931163,4.43722042652177,0,6.14767798729384,0.0171220325385687,0.0039889819496935,0.000253851330163709,3.48355951679764e-05
24,4.8,31.415921471154,3.02471579409139e-15,0.404729384912078,157.134910989611,157.539640374523,4.43722028802371,0,5.81115720304965,0.0958497419981747,0.000842634326416555,0.000206798548156617,5.12587475027995e-05
25,5,31.4159213565925,5.8399151955202e-15,0.326427862156774,157.200404351177,157.526832213334,4.43722026148825,0,5.21776234267276,0.22877923485017,6.7648418777711e-05,0.000166752828673461,1.11864230961683e-05
26,5.2,31.4159217298493,4.54717230941555e-15,0.235733607730859,157.28743541142,157.52316901915,4.43722036505502,0,4.43155874068219,0.355564606493321,0.00754244567001551,0.000355930321973536,4.89214665004001e-05
27,5.4,31.4159218322109,4.07991163660045e-15,0.150242894871113,157.377589920207,157.527832815078,4.4372203811146,0,3.53332502370062,0.457364667811023,0.019108367693395,9.77183199558476e-05,8.22213618225143e-05
28,5.6,31.415921737192,5.88033794210418e-15,0.0827261961667228,157.45511594082,157.537842136986,4.43722034741955,0,2.6139980448899,0.52851397292402,0.0309829280228437,0.000398750779454905,9.77064968057878e-05
29,5.8,31.4159215529673,2.14057444597291e-15,0.0384167772847765,157.510852914523,157.549269691808,4.43722028976492,0,1.76689398847214,0.577960119963252,0.0411661439588738,0.000796254382262183,0.000147893497825694
30,6,31.4159213423552,5.03819267602611e-15,0.015153070429735,157.543542751559,157.558695821989,4.43722022640975,0,1.0799217675476,0.625786375153721,0.0506298745202176,0.00104609848204736,0.000237997744640983
31,6.2,31.4159211825021,4.74741500386986e-15,0.00618648018115116,157.558257241352,157.564443721533,4.43722017499283,0,0.628259689121629,0.695927641346781,0.0621698349787253,0.00135528716251945,0.000351529733409345
32,6.4,31.4159209200002,4.23269814298533e-15,0.00458775368423203,157.562574329348,157.567162083032,4.43722009736846,0,0.468131105923004,0.807462657470288,0.0776612024760014,0.00171864946586674,0.000510948729547708
33,6.6,31.4159207087156,6.31920040887437e-15,0.00760546145419615,157.561931317565,157.569536779019,4.43722003082411,0,0.632190080726837,0.967345837277672,0.0957532145257112,0.00163364428461369,0.000780217138407312
34,6.8,31.415920551796,5.17387206982663e-15,0.0193155294015318,157.555899988193,157.575215517594,4.43721996995215,0,1.12689359805783,1.16699262573212,0.111809486504304,0.000445046343863257,0.0011803308942598
35,7,31.4159204547803,-1.29312873581489e-16,0.05049306722774,157.536831985133,157.58732505236,4.43721991942557,0,1.93206344775995,1.38392818797551,0.120394529186148,0.00196710259802023,0.00163709734724143
36,7.2,31.4159202836599,5.54704861286365e-15,0.115626082786911,157.491480112449,157.607106195236,4.43721985050854,0,3.00268291392169,1.58810018598295,0.118809731713808,0.00490779680067058,0.00205600790413695
